Sintering Temperature (°C),Heating Rate (°C/min),Holding Time (min),Cooling Rate (°C/min),Relative Density (%),Micro Hardness (Hv),Nano Hardness (GPa),Modulus of Elasticity (GPa),Stiffness (mN/nm),Plasticity Index,is_real
850,80,20,100,99.73530564985833,537.8969369099938,9.56481358013313,350.08120180342394,2.6516514547704797,0.04,0
1050,110,25,90,100.0,535.5390519669618,9.977864298041059,350.60824770109144,2.78895424431996,0.026966557192803595,0
800,90,25,120,99.5593311208986,560.969751803645,9.652675085822636,348.5752691701062,2.5642858133554047,0.04,0
800,110,30,80,100.0,537.6197397195305,10.115542682292531,348.79508889124253,2.6782803172756835,0.04,0
1200,90,30,80,100.0,581.4259083678448,10.121269977781338,356.12329832979907,2.838373295295797,0.008,0
950,110,30,120,99.99476904506726,530.4162431501104,9.341253238883398,367.3071047415656,2.92,0.04,0
850,80,20,100,99.72344885481094,537.7548967876089,9.540736950313635,350.1161939131994,2.5403652392732314,0.01563001563587217,0
1150,100,25,120,99.96952047598398,563.6892266184957,9.928100102312113,357.75244656575677,2.8072233151929757,0.008,0
900,120,30,120,99.98332243796074,558.6424999973526,9.541649843330426,366.02717805387937,2.625460740145097,0.02533834728885317,0
800,110,30,120,100.0,520.5486851212949,9.381488028119069,349.19017076028604,2.8919230870133092,0.008,0
1200,90,15,80,99.88207102751,566.6967586294817,10.158241731890204,354.31195856941565,2.6073933818864856,0.04,0
1150,100,10,120,99.67942391769284,554.8963727925066,9.775726124900348,349.0504177960583,2.630510933737044,0.04,0
1100,120,25,110,99.99410734719045,546.3990532425097,9.730886278938636,350.915251479017,2.7870777917742955,0.008,0
1200,120,25,110,99.93139498628211,554.8150314339773,10.0580679387544,343.884916189847,2.7687754572640535,0.04,0
800,100,15,90,99.46525797060373,534.7959330377653,9.138812533974491,354.59152626884037,2.5873093713265938,0.012212296616563558,0
1100,90,25,120,99.99627030708665,561.9672700967598,9.533122604821116,355.0964535174326,2.582366127247965,0.04,0
900,90,25,80,99.7783155058814,548.7433020193471,9.434230899864456,344.4377057969892,2.8128782073298884,0.028362454396299565,0
1200,100,30,90,99.97951113907787,589.4599883220902,9.895931401841215,356.0739037391932,2.7318519910688104,0.009200854831649227,0
850,90,25,120,99.84149730653432,556.5795405633288,9.531689249459122,355.1660788030784,2.6115782576221167,0.02879138550562058,0
900,100,30,80,99.94828164332533,537.2457851555226,9.998303607372053,360.9389886829423,2.642081567725549,0.04,0
1150,120,30,100,100.0,532.3936988161295,9.88075221847251,354.3162123601986,2.798965824680684,0.04,0
950,90,30,110,100.0,533.5309133532289,9.988122252378208,366.16800471525147,2.726995380345406,0.008,0
800,80,15,90,99.02075267267237,540.027519417527,9.337656319467827,354.08009901688627,2.656771144342965,0.008,0
900,120,15,80,99.24777538998153,540.9011189019005,9.218466499607151,357.1828859585941,2.5373162945795023,0.04,0
800,110,30,80,99.9216877447771,537.5555262701417,10.039801968153368,348.80376277787826,2.6319319069569267,0.04,0
1150,120,25,90,99.98580135782649,548.6584256035363,9.760528213396945,363.01686070390554,2.753096922233496,0.008,0
800,90,15,100,99.14379357864769,548.4916017169381,9.15037783368416,342.0995661342768,2.6696726501498715,0.04,0
800,100,30,80,100.0,533.3608584407605,10.199344066615879,349.66688559216385,2.637865688739239,0.04,0
900,100,30,80,99.96876966482778,536.9966668770346,9.95659681391822,360.8582136463902,2.6278590783735023,0.01723551604293436,0
800,100,30,80,99.96449579896135,533.3978484498966,10.117923755235834,349.6093916975948,2.7678832822313995,0.03883001495025358,0
950,90,15,90,99.45034591372257,536.6248519613472,9.69332697187705,343.8403347221777,2.637936254199413,0.01208154769721364,0
800,80,15,90,99.10731053295454,540.0696630535085,9.273288602426552,354.1010008133765,2.738881704779079,0.008,0
1150,110,30,90,100.0,552.9950846750107,9.941558543718527,355.81716947408654,2.8799535746277107,0.008,0
900,80,30,110,99.98653808916542,547.0331863017261,9.519111405992962,367.2778175671381,2.754922089809112,0.008,0
1100,80,10,120,99.3799867017205,532.5052913795894,9.248989905614701,343.14301233588316,2.520906000480455,0.022647443112070148,0
950,90,30,120,100.0,536.5561517189981,10.010479050809847,371.6402367222701,2.7988320433206093,0.04,0
1100,110,20,110,99.84980265903806,560.1134570165816,9.804308096820325,359.77354321504276,2.6597852307006375,0.04,0
800,100,10,100,98.57454058413674,532.0920346163826,9.479556267115484,345.9368232800084,2.4701115697576688,0.04,0
1000,80,25,80,99.98585089793576,517.5681336919265,9.725398502790053,342.1276249948887,2.602112391543758,0.008,0
800,90,15,110,99.56974167805414,520.3754752318437,9.503822065209857,338.1421335000147,2.615880316635732,0.04,0
900,90,25,80,99.81748930242873,548.9064246193434,9.595050711286138,344.364364194936,2.776373450285025,0.008,0
1150,80,20,110,99.84770934114562,539.418559969493,9.499853645789948,344.6302364821092,2.6540919870367827,0.04,0
800,120,10,110,98.91366485879772,500.6186260042743,9.218815471635015,349.91369790775207,2.6624409132254523,0.02656693865401173,0
1200,120,25,110,99.86107236560251,554.8848584009305,10.070939692946753,343.8675693663165,2.7310943537267276,0.008,0
1000,90,10,100,98.97697956524118,563.0123764861269,9.929600465505088,341.5497021188699,2.5434436097769986,0.008,0
1000,80,25,80,100.0,517.6873645068041,9.599904433697223,342.0956240803534,2.6407457022976053,0.04,0
1200,120,30,120,99.89598405466587,568.2181612049072,9.945894959742034,360.7351685583394,2.7115424236644325,0.04,0
800,100,30,80,99.94000983386181,533.3463987989966,10.08790040900243,349.69161102161286,2.7809148921498372,0.04,0
900,100,30,80,100.0,537.1408342839906,9.998929080387219,360.84316676635916,2.782546621306918,0.008,0
800,80,20,100,99.61266172619004,567.5658016847256,9.296498676061361,352.2222107010228,2.7591684526714846,0.014813554573261433,0
950,80,10,110,99.20655793361236,527.3024185956314,9.812805800839723,348.8969596873698,2.694705637834688,0.04,0
1150,80,15,90,99.6974995267584,541.4556299977623,9.55889599792029,341.8094363455682,2.6207848148809263,0.04,0
850,120,30,80,100.0,533.923531097347,9.988783616316233,365.24303384483545,2.7171411205861546,0.032813156450408144,0
950,80,10,110,99.24843399041339,527.2580865388792,9.9038349959548,348.94760760891035,2.6642382278975854,0.008,0
1000,110,30,110,100.0,554.8510945706399,10.141707041377645,356.29119528154536,2.716334774631434,0.04,0
950,80,10,110,99.22938618436986,527.3441604823537,9.871671596346559,348.84754743911776,2.792619125752318,0.008,0
950,90,30,110,99.99767946939401,533.6336429872415,9.967078111868878,366.1193465735535,2.7540406224977674,0.008,0
1100,110,20,120,99.8370982780973,528.9605974832438,9.594334503210753,357.7450181481308,2.5968342557677904,0.03286372978186998,0
1150,90,30,100,99.93073854893099,582.9952956997676,10.022566018316084,365.0285776760371,2.787996790542011,0.028623017223010475,0
1050,100,25,80,99.97242593148842,523.3551158836231,10.177513971112631,348.2927772873796,2.8443924756327488,0.008,0
800,90,15,100,99.35275763483335,548.4804781229773,9.116383905316233,342.0397628365255,2.67033797266377,0.008,0
1000,100,15,100,99.92766292265271,535.2427445265455,9.596092111986223,353.1190411857795,2.6519963547651706,0.04,0
950,90,30,110,100.0,533.542797787175,10.109809559252083,366.0995239279123,2.6051363525318667,0.04,0
1150,90,30,100,100.0,582.9947891609553,10.062823831350972,364.98991163062715,2.8556534465724397,0.008,0
900,120,15,80,99.2377341994433,540.8001825302946,9.325363033381121,357.17187827790497,2.5139798234585378,0.04,0
900,90,20,100,99.79906880803505,527.2692887197143,9.445508171549289,354.83179258108134,2.6359968695593308,0.008,0
800,80,20,100,99.62263370313457,567.5546098911061,9.328788609222155,352.20593361587055,2.7345518990635886,0.04,0
1000,80,25,110,99.99102307159107,528.9924656111592,9.99602951291244,350.00505265344856,2.634279518526486,0.04,0
950,80,30,120,100.0,559.0150168940729,10.194521652633403,371.65275393559506,2.6381991564959235,0.008,0
850,90,25,120,99.8564114720401,556.5545269919153,9.537537317547272,355.1691574758544,2.5688301064004575,0.01141474979045503,0
1100,80,10,120,99.31005430248172,532.5199938188205,9.311521735419872,343.0627961647944,2.4805911579056508,0.03367304980378713,0
1200,90,30,100,100.0,579.8914778819872,9.930307645111926,367.4878548951828,2.6665729444236246,0.008,0
800,110,20,80,99.67363790735858,563.8753789478667,9.423528127793496,349.7531921484169,2.6113023844324865,0.008,0
1100,80,20,100,99.87516398205926,516.0660883018652,9.568257773055716,354.31001758337277,2.752611344032372,0.04,0
850,90,30,120,99.92991052713074,534.1458792013046,10.070537573376482,367.3404460260272,2.7257372101081265,0.008,0
1150,120,30,100,99.97665201638102,532.3924798614242,9.833731714096555,354.2590024266097,2.780468949739529,0.008,0
1100,90,20,90,99.99472543755107,546.3675380838581,9.417056373877319,346.01668462348204,2.7719974782714587,0.014277993883510691,0
800,100,25,90,99.59023244360591,557.1225872431739,9.923705415022367,358.0044605239395,2.5101290358936295,0.008,0
800,110,15,90,99.36020357932759,536.20420056862,9.403747178015303,352.82826980835284,2.4415702218321664,0.03993372354989661,0
1150,110,20,80,99.96904388184747,547.813685322652,9.548821491483917,351.1880591361387,2.689527129292812,0.04,0
950,90,30,110,100.0,533.5518077329989,9.985949427733626,366.0998328923243,2.740357803362314,0.013269907762244711,0
850,80,20,100,99.74832493815799,537.7982722138412,9.58407204586077,350.1373890516109,2.6211695357936264,0.008,0
850,120,25,90,99.86189216981354,560.6664115164817,9.444965691116861,355.9864572905443,2.700536558575407,0.0306953737937866,0
800,100,20,90,99.35636701379678,557.8714424557777,9.210316673047922,361.2546130197456,2.5131180192615568,0.008,0
1100,110,20,110,99.82351984353576,560.1160060779857,9.758555791492318,359.78324182874076,2.6482016446622776,0.04,0
1150,100,20,100,100.0,558.3520475828144,9.822142053575732,362.5831141144717,2.723408087636945,0.008,0
900,80,10,80,98.96995948507359,530.6840271423383,9.924161012369426,359.8596509547172,2.506563676800505,0.010486304576256902,0
950,90,30,110,100.0,533.6255687033922,9.931888065858338,366.05397824042285,2.7723867325571105,0.04,0
1000,90,25,90,99.93631140266253,515.0179794160019,9.485999597790041,347.432341798107,2.5943161490046744,0.008,0
1100,110,20,110,99.86981660814136,560.1594056029634,9.72936774540583,359.76387304515123,2.558985647729063,0.008,0
900,80,30,100,100.0,565.0592707143726,9.597062320326785,362.9266695060374,2.680833370967478,0.008,0
800,110,15,90,99.3096699920312,536.0825951115064,9.356782142960652,352.85576668749343,2.427065963754544,0.008,0
800,110,30,120,100.0,520.6703833396322,9.467114912953685,349.1374762003594,2.857692217077228,0.008,0
1100,110,20,120,99.83790530141462,528.9309967127529,9.642958311306474,357.6845583681019,2.618364345843993,0.04,0
1000,110,25,80,99.87117438908898,512.2815061937281,9.82850499428575,349.2898714324588,2.4865958934979,0.008,0
850,90,30,120,99.964662886228,534.0982254642018,10.15473671724881,367.39877446612064,2.6956625472993765,0.02128799200640132,0
800,100,30,80,100.0,533.421981278931,10.176985626672122,349.7876393979406,2.7574778618002793,0.008,0
1050,90,20,100,99.84715358149877,510.34968332828686,9.753325938993155,344.0872923176634,2.521548272431193,0.04,0
800,90,25,120,99.62817218302192,561.0226887884934,9.556035670342544,348.59858670087334,2.4763605103669213,0.008,0
850,80,20,100,99.775496499429,537.7706202379815,9.62545571914342,350.1742275867232,2.5625239634135295,0.008,0
1150,100,20,100,99.97245137557557,558.3590357426432,9.85903508147642,362.6083709786585,2.604985912052174,0.008,0
900,110,30,100,99.93478360092378,545.4989735920306,9.963473577714675,357.72333499262635,2.685168647678255,0.04,0
1100,90,25,120,99.92531528080234,561.9899211953065,9.625612594620508,355.02694584492633,2.5693275176855,0.008,0
850,90,30,120,99.90849387154634,533.9820824388817,10.228167920622521,367.3447217890478,2.661729905913111,0.03816221179310598,0
1050,90,30,90,99.9834175925943,571.007277569321,10.077409042443527,356.0828347216418,2.8104432245296103,0.03055745298176748,0
950,80,20,80,99.94955051472074,548.8474535889052,9.874532908018736,345.75703937074655,2.631340111272065,0.011912356094972364,0
1100,120,25,110,99.97567639660511,546.286586080701,9.791867467513622,350.78740122509066,2.7543676723371227,0.008,0
1100,80,15,80,99.77366959879159,517.8622082643462,10.054347944525219,341.3803794196725,2.759671863795637,0.008,0
800,100,10,90,98.49617864955623,521.0708239829486,9.013017564687946,340.7576313409452,2.517826424002939,0.008,0
1000,100,15,80,99.40912548807876,510.0672498792309,9.609391792719023,347.1330932814077,2.648221808245663,0.008,0
900,80,10,80,98.96227690909853,530.6663379660696,9.86029898605243,359.7406650335263,2.545376900916676,0.008,0
1150,90,30,100,99.97683378708064,582.9766349418888,10.00527324099952,364.91523707981054,2.756408375733495,0.008,0
1000,90,20,90,99.77610482882635,550.7743174600145,9.830365873112614,349.3618070063728,2.590798812569332,0.008,0
800,100,10,100,98.44166243577608,532.1243878604018,9.602579144641606,345.9156065647867,2.46336152689176,0.04,0
1050,90,30,90,100.0,570.9442530891328,9.995978790926118,356.0022925785566,2.7964405898955165,0.04,0
1100,80,15,80,99.72676612399279,517.8397919570385,9.981200544322368,341.45581304652853,2.698568194648647,0.03185548156632481,0
800,100,15,90,99.43945685024141,534.8827653840634,9.242143316816323,354.5661547825452,2.5050822204057717,0.008,0
800,90,15,100,99.22499357414351,548.5112444579248,9.102226767062772,342.08892430464135,2.6478452498445058,0.008,0
800,90,15,110,99.4999336203817,520.3938052867837,9.5938606280431,338.1908812466194,2.6583358621101554,0.008,0
800,110,30,120,99.89159945664298,520.5719204183906,9.460303972611786,349.0503845564551,2.794504863727152,0.02529132766324353,0
1200,100,30,90,100.0,589.5649035887943,9.883639636629507,356.1311770483758,2.7298896594463353,0.03567722247860642,0
1000,100,25,100,99.9465030114253,516.4846039604477,9.704690276617647,361.0155852456358,2.643157921345835,0.008,0
1200,90,30,80,99.99718842298681,581.4899766283696,10.199902272766725,356.14484866665964,2.90928841032154,0.04,0
1050,120,15,80,99.7686510651905,533.6536416273224,9.584185836135834,347.939542997815,2.4966004358827694,0.008,0
900,80,30,100,100.0,565.1225754280994,9.71013740762671,362.8805256625945,2.6607254396418623,0.008,0
950,90,25,90,99.9099299130776,514.8396197741563,9.682902104744077,357.77176022725797,2.578947534304679,0.04,0
1200,100,30,90,100.0,589.475576525015,9.994758786650289,356.0685383183536,2.7512301710490568,0.008,0
800,120,25,90,99.7659695705332,547.4897928199794,9.58163962334163,353.94232256816133,2.5786098209225825,0.008,0
1150,110,20,80,99.94235546178871,547.6697660327437,9.538345067216621,351.20232628034825,2.740633050562353,0.014492400068189096,0
950,90,15,90,99.43424774340767,536.6738228826853,9.602944170276725,343.8913194483188,2.696424896507289,0.03120830986025003,0
1150,120,25,90,100.0,548.7332266830128,9.587977680738023,363.0137641341228,2.725411032737372,0.04,0
800,80,15,90,99.19081871438338,540.0134759189253,9.377716101526733,354.07022971916416,2.69896735633884,0.04,0
850,80,25,90,99.78672682614997,528.9497990179235,9.887019669916919,357.2570580802342,2.6915574638138473,0.018304050668352143,0
1000,110,25,100,99.97891793722698,542.3153232237071,9.990839093034161,362.02706381873,2.6216419312062977,0.016874958583771405,0
1100,100,20,110,99.98923979727972,568.2297563458895,9.40527451197619,344.61650995939146,2.674956639584715,0.008,0
1200,90,30,100,99.9757596603296,579.9061215877841,10.007290977106008,367.54566066137085,2.7156046033636114,0.026388041886167522,0
800,90,15,100,99.2207070874834,548.4614288197904,9.14626850999059,342.04827946443856,2.7176846438049846,0.03494648700281362,0
800,90,15,110,99.63776115350328,520.4268716027872,9.551371801994097,338.1787339559989,2.69849485287515,0.04,0
800,90,25,120,99.54989088492957,561.0172970895138,9.641466486419391,348.5019297263687,2.5283533980956516,0.04,0
1000,110,25,100,99.98077192108843,542.3541605123645,10.086638315465034,361.903861816507,2.5435763670931713,0.008,0
800,80,30,120,100.0,525.2196919022877,9.827876288972433,363.44484291782226,2.7957015040401147,0.04,0
1000,110,10,100,99.49801684069881,528.5017641493068,9.659159812777476,342.981258762081,2.5381473474266834,0.04,0
1150,90,30,110,99.97056878029287,567.7393715345893,9.794188049568406,370.57063098902887,2.7841142357231696,0.04,0
1200,120,20,110,100.0,530.5617896528662,10.061590220328982,343.0149067367104,2.619769914425155,0.008852331250583493,0
800,100,15,90,99.49483041328786,534.8204161975605,9.295832031225165,354.5233102730516,2.504306191404657,0.03957504791294934,0
1000,80,25,80,99.91430776873135,517.6266965028119,9.737601576512063,342.12528031523703,2.6921450713396053,0.008,0
1100,120,20,100,99.93136539430084,546.37479310059,9.479698003272954,350.8536366299675,2.56780000629703,0.008,0
900,90,10,110,99.11930968242082,524.2683498605053,9.888380890059297,341.8893956858636,2.647501459731529,0.008,0
1100,100,30,100,100.0,525.4497540792023,10.101620954472137,358.85266208421274,2.7906495362348136,0.04,0
1000,110,25,100,99.91711438754623,542.2799662680762,9.937698716646366,361.99647448422263,2.5321475161438034,0.04,0
1150,100,20,100,99.89496202137816,558.3008119425061,9.787983952503915,362.57154801731315,2.700991647081213,0.008,0
1100,80,10,120,99.35376985299067,532.4371092155817,9.234572154975941,343.08002714609944,2.548476803867836,0.008,0
800,90,25,120,99.55207103784464,560.9798159731632,9.586844856038333,348.61804787238054,2.5608420472456044,0.04,0
1150,90,15,100,99.72730156124152,550.5368473072098,10.11346687393143,362.4842490784844,2.70549212647458,0.008,0
1200,100,15,90,99.75559093217501,565.6791356013049,9.50035161588987,352.3466353077372,2.619960156195323,0.008,0
850,80,20,100,99.71480578251513,537.7117033721407,9.594956570970947,350.07322986507506,2.6107356284002443,0.04,0
800,120,25,90,99.88953664447632,547.4743025046793,9.567740881861067,353.93457641268793,2.6454118745399087,0.04,0
800,120,10,110,98.89652350063459,500.73104937746444,9.018997861830767,349.8185856533743,2.602974179785426,0.027597461171548765,0
1200,120,20,110,99.91434902512802,530.5259174441784,10.072784915184702,342.94166910937207,2.6002436449925823,0.008,0
950,120,10,80,98.73247625722848,564.0487629424098,9.56061089097564,348.2324980292767,2.635919279046595,0.03085015713480946,0
1000,100,25,120,99.96699577293336,537.0086773252388,9.503108485957924,351.2649358161661,2.807091724928223,0.008,0
950,120,10,100,98.8056580524127,523.7328277201739,9.41801347323983,344.4558852739852,2.6246808724256194,0.01817134999570979,0
950,120,10,100,98.74379195492585,523.7913450534531,9.503299795263112,344.5430466369271,2.6381955808266797,0.03148491153815001,0
1150,120,25,90,100.0,548.6050282446151,9.686895067984604,362.92090615489286,2.762694787755033,0.008,0
1200,100,30,90,99.9732147855447,589.4931376999268,9.89397107971346,356.0059988239519,2.8106899079769323,0.04,0
1150,100,10,120,99.70077436630406,554.9473948749701,9.760945908417408,349.1070305260554,2.7053306332559646,0.008,0
1200,100,15,90,99.78110294226529,565.5777449314551,9.552473991171226,352.3230776754503,2.6205320020233316,0.008,0
900,110,20,110,99.73928919789243,549.8466812310187,9.871785919464747,351.2818561746029,2.5855234808928196,0.008,0
1050,120,15,110,99.70445534606489,571.8501235682118,9.866420553307973,353.7094099212787,2.5881838005019464,0.04,0
1050,80,15,110,99.49632413096234,551.2140685649262,9.934650280358804,346.057337626743,2.77664571497946,0.008,0
1200,110,10,110,99.55476220051163,531.5213137624398,9.897862538759696,344.17448197922073,2.497797582201317,0.029478986648114307,0
900,80,30,110,99.9277661615983,546.9182458835206,9.55181394892146,367.2572571095672,2.7854965565089973,0.008,0
